Node_num	Node_name	k	EF	scEUF	scRoF	scNCF
0	Fgf8_g	3	exact	exact	exact	exact
1	Fgf8_p	1	exact	exact	exact	exact
2	Emx2_g	4	exact	exact	exact	exact
3	Emx2_p	1	exact	exact	exact	exact
4	Pax6_g	3	exact	exact	exact	exact
5	Pax6_p	1	exact	exact	exact	exact
6	Coup_tfi_g	2	exact	exact	exact	exact
7	Coup_tfi_p	1	exact	exact	exact	exact
8	Sp8_g	2	exact	exact	exact	exact
9	Sp8_p	1	exact	exact	exact	exact
