BF	No_of_unique_perms
00000000110101010000000001010101	20
01010101010101010000010001000100	60
00000001111111110000010111111111	30
11110101111101111111011111110111	60
00010001001100010011000100110001	60
00000000111111110000000011100000	60
11110001111100001111001111110000	60
10001000100000001000000010000000	30
10101010000000001011101000000000	60
10110011101000001011001110110011	60
00001011000010100000111100001111	120
00010101000000000101010100000000	20
00111111000111110001111100011111	60
11111111011101010101010101010101	120
00001010111111111000101011111111	120
10000000000000001010101000000000	30
00000000001100000001000000110000	60
11111111010011001111111101000100	120
11110000111100001111000111110011	30
00000010000000110011001100110011	120
00001010101010100000101010001010	60
00000000111111110011001011111111	30
00001100100011000000000000000000	60
11110100111100001111110011111100	120
10101010000010001010101000001010	120
00001100000011000000000000001000	120
11111111111111111110111000001110	60
11111111101010101111111110111111	30
11000100111111111100110011111111	60
11011101000000001100110100000000	120
10000000110000001100110011001100	120
11100000110000001111111111111111	60
00011111000111110001111101011111	60
00000000000000001000000010100000	60
10101010101010101010101010101110	20
00100011001100110010001000100010	60
00110111000001010000000000000000	60
01010101010101001111111111111111	20
01011111010111110101010101010111	60
00111111001111110001010100111111	30
00111011001111110011001100111111	60
11110000000000001111000000100000	60
11011101010101010101110101010101	60
11110101111100010101010100010001	60
00000000000001110000000000000011	60
01000100000000000100111100001111	30
11111111111111111100110011111110	30
10101110000000001110111000000000	60
01110011111100110011001100110011	30
11111101111111000000000000000000	60
11110000001000000000000000000000	60
11111110111110101010101010101010	60
11011111110011111101110111001100	60
00001100000011001100110001001100	120
11111111001011110000111100001111	120
11001100111011100000110010101110	120
11001100111111111100110011111101	60
00001111111111110000111110001111	60
10101010111110111010101011111111	60
11110010111100001111111111110000	120
11111111101010101111111111101111	60
00001010000010111010101010111011	30
00000000000000001111111100100011	120
11111111111111111000101011001111	60
01000100010001000100010000000100	60
00000000111000000000000011000000	60
01110111011100000011001100110000	60
10001000000000001000110000001100	30
11111111000011011111111100001111	60
11111111111111111100000001000000	60
01010000010100001111000011010000	60
10101110101010100000110000000000	30
11001100110011001110111011101100	60
10101010001000100000101000000010	60
11111111111111111111111110000000	10
00110000000100000001000000010000	60
10101111111011111010111110101111	60
11001100110011001100100011001100	20
11111111111111111111111111010000	60
00000000000011101111111111111111	30
01011101110111010101010101010101	30
00001101000011110000000000001111	120
01010000000000000101000100000000	60
01001111010011110100111101000100	60
10110011101100111011001100000000	30
10101111001011111010101000100010	120
10100010101010101010101010101010	20
01010101010101010100010101010101	30
00010101000001010000010100000101	60
00000000111111110000000000001101	120
00110010111111110000000011111111	60
11111111111111111010001010100000	120
00000000000000001010101100000000	60
00001000110011000000000011001100	60
10101011101011111010101010101111	120
11111101111101011111111111110101	120
10001100100011001000110010001000	60
11001000110010001111111111001000	60
11111111111011111111111111101110	20
11110000111110101111110011111110	60
11111111111111111111100011111100	60
00110111011101110000010101010101	60
01111111000000000011001100000000	60
11001111110011111100111101000101	60
00001111000010000000000000000000	60
00000000000000001101010111110101	120
11111111111111111101111101011111	30
01110000011100000111011101110000	60
00100000000000000010001000000000	60
11111100111111111101110011011101	60
11110001111100001111111111110000	60
00001010000000000000001000000000	60
10101010001000000010000000100000	60
11111010000000001100100000000000	15
11110010000000001111111111111111	120
10111011000000001011101110110000	120
11111111111111111110111011100000	15
00000010111111110000000000000000	60
11111011111110101111101011111010	30
11111111111111111111001111111011	60
00000001000000010000000100000000	10
11001100110011111100110011001110	30
11111111111111111111111111001110	20
11111111100011111000100010001000	60
01000101010001010101010101000101	120
11110010111111111111000011110000	120
01010111010111110101011101010111	120
00000000001101110000000000000101	60
10101010100000001111111111111111	60
01011111000000001101111100000000	60
00110011101100110000000000000000	60
11111100111100001111100011110000	30
11011101110111111101111111011111	60
00000000010001000000000001001111	60
01010000111100000100000011110000	60
10001111110011110000111100001111	60
11111111000000011111111100001111	60
01010101000101010101010100000101	120
11110000111100001111011111110000	60
00000010000000001010101000000000	30
00000000110011000000000011000100	60
01110000111100000000000011110000	60
00000011000000000000001000000000	30
10100010101010100000000000000000	30
00000000000010110000000000001111	30
11111111001000101111111100101111	60
11110100111111110000000011111111	120
01111111000011110101111100001111	120
01000100010000000101010101010101	60
10110011111100111011001110110011	120
01000101000000000100010000000000	120
11000000100000000000000000000000	10
11110101001100011111010100000000	120
00000000110111110000000000001111	120
01011111010111110000000001001100	60
01010101010101010000010100000001	120
01000100000001000100010001000100	60
00000011000000100000000000000000	30
00000000001111110000000000110111	120
11111111000011110001111100001111	60
11011101110111011111111111011111	120
11001100000000001101110000000000	60
11000000000000001100100000000000	60
00000000001010101010101010101010	60
11111111000011111111111100001011	60
11110101111100011111000011110000	120
11110011001100110101000100010001	60
00110011001100111011111100110011	120
01010101010101011111010111111101	120
11111111101110111011111110111011	120
01110011010100000011001100000000	60
00000000101000000000000010110000	60
00001010111111110000100011001100	60
10111011101010101011001110100000	60
11111111111111111110000010100000	60
11110101111111111111010011111111	60
10101011111111111010111111111111	60
11011111000000000000000000000000	30
11111111111111111111111101001100	30
01010101010101110000000000000000	20
11111010000000001111100000000000	60
00010001111111110001001111111111	60
01011111010101110101011101010111	60
00001011000000110000101100001011	120
11101100111011001111110011101100	120
11000100010001001111010101010101	60
00000000000000000000101100000011	30
00000011000000000010001100100010	60
11001000110011000000000000000000	30
11110101111111010101010101010101	120
10101111111111111110111111111111	60
11001110000010101100111011001110	120
11111111111111111000000011110000	60
00101111001111110000111100001111	120
10110011001100111111001111110011	60
10111011101110111011111111111111	60
00000000101011110000000010001111	60
10101111101011101010111110101111	60
10101010101010101111111110111010	120
01010000000000001101110011001100	60
00010000001100001111000011110000	60
11110111011101111111000000000000	30
11001111110011111000101011001111	60
00000101010101010000000100010001	60
01001100010011000100010001001100	120
10101010000000001010111000000000	60
10101010100000001010101000000000	20
11111111011101011111111111110101	60
01011111010111110111111101011111	30
11111111010011111111111101011111	120
00000000000000010000000000110011	30
00001111000011110000000000001110	60
00001100000000000000110100000000	60
00000010000000110000000000000000	60
11001100000010001100110010001000	60
00110011000000100000001000000010	60
00000000000000000101000111111111	120
11111111110011001111101011001000	10
10001000111111110000100011111111	60
00110011111100110010001010100010	60
11110000111111111111000011111110	20
00000011000000000001001100000000	60
00010001000100010001010100010001	60
00001101000000000000110100001101	60
11101100111011101110110011101100	120
11111111111111110011001100100011	60
00111111101111111011111110111111	30
00111011000000000011101100111011	120
00000000000000001111111111001000	60
11001110110011111110111011111111	60
10101111101011111010101110101111	60
00100011001000100000001100000000	60
11111111110011111010111110001111	15
10100000001000001111000011110000	120
10101110101011101110111010101110	120
11110100111100001111010011110100	120
10101010111011101010000011100000	60
11011101110111011101110111001101	60
10101000101000001010101010100000	120
00000000101000000000000011100000	120
11000000110000001111000011100000	60
11101110111111110000111000001111	60
11110111011101111111111111111111	10
00000000101010001010101010101010	60
11110101110001001111111111001100	30
01011111011111110101010101110111	60
11101100110011001110111011101110	60
00000000000001010011001100110111	10
11110011111100111111001111110111	20
10100010101010100010001010101010	30
00110011001110110000000000000000	60
10001100101011111100110011111111	60
11111111000000001111111100101010	60
11101110111011101010111011101110	60
10110000101110111011101110111011	60
11111100010101000101010001010100	30
11111010111100101111101011110000	120
00000000000000001010000011100000	120
01000100111111111111010011111111	60
11111111000010001111111111001100	120
01001100111111110100010011111111	120
00000000110111000000000011111111	120
00110111011101110011011100110111	120
10111010000000001111111111111111	120
11001100110001001111111111110101	60
11111111111111111101000011111111	120
00111011001111111111111111111111	60
01000101000001010000000000000000	60
01111111000011110000000000000000	60
11011101111111110101110111111111	60
00100011111111110011001111111111	60
00001011000000110000111100000011	120
11010101000000001101010111010101	60
11110100111101011111010111110101	60
01000000010001000101010101010101	120
11010101010101011101110111011101	60
11101110110011101010101000001010	60
11101111111011101010111110101010	60
00000000101000100000000010100000	120
11110000110000001111000011010000	30
00110011000100110011001100000011	120
00000000111011000000000011101110	120
01110111111111110101011101011111	60
00000000000100010000000100010001	30
10001000000000001111100000000000	60
00000000000000001110000011110000	60
01111111001100110111111101111111	60
11110001111100111111001111110011	20
00110000001100110010000000100010	60
01010111011101110101010101010101	60
01000100010101000100010001010101	120
11001000110000001100100011001000	120
00111111001101110000000000000000	120
01010101111111010101010111110101	60
11001100010000001100110000000000	60
10110000001100001010000000000000	60
01111111010111110101010101010101	120
00001011000011110000101100001011	120
10101011101010101011101110101010	60
11111111000000000011011100000000	60
00110011000000110001000100000001	60
11110011001100110111001100110011	60
01010101010101010101110101010101	30
11110000110100001101000011010000	60
11110000111101111111000011110000	60
10101010101010101010101010001010	20
00000000111100000000000011111101	120
10001111000000000000000000000000	30
00000000000000001010101011101010	60
01110000010100000101000001010000	60
00000000110011110000000011001110	60
00110011000100110000001100000011	120
11001100010011001111111101011111	60
11010101110111011111010111111111	60
11111111001111111111111110111111	60
10001000100010001000000000000000	30
11111111001000000000000000000000	60
01010101111111110101010111010101	60
11001111010011110100111101001111	60
01010101010101110101010101010101	20
10101011101010101111111111111111	60
10101111101010101000110010001000	60
11010101111111111111111111111111	10
11110000110000001111010111010101	30
11111110000000001111101000000000	30
11111111111100000001000100010000	30
00000000000000000000000010110000	60
00000000010101010100000001010101	60
01110011001100110111011100110011	120
10110011101100111111111110110011	60
11000000111000001111000011110000	120
11001100110011001100100011000000	30
00000000001100000000000001110101	60
00001110111011100000000000000000	30
11111111111111111111101011110010	60
00001111001111111010111110111111	60
01011101111111110000000000000000	60
11111111100010101111111110101010	60
11111111000000001111111100100011	60
00000000111111111110101011111111	60
00000000011100110111001101110011	60
11110000111111011111000011110000	120
11110100111111111111010011110100	60
00000011000001110000001100000011	60
11110000110100001111111111111111	60
00000000000000000000000000100000	10
00001100000010000000110000000000	60
00000000001100000101010101110101	30
10101010111111111010001011110011	60
10100000100000001111000011110000	60
10101000100010001000100010001000	20
10111011111111111011111111111111	30
11110000111110111111000011110000	120
11001100110011001101110111111101	120
01110111011101110111011101110101	20
10001100110011001000100010001000	60
00000000000000000011111100110111	120
00000010001100110000001100110011	120
00110001111111111111010111111111	60
01111111001111111111111111111111	20
00110011111111110010000011111111	60
11111011111100111010101000000000	60
11010000110100001111000011010000	120
10111011001100111011101100111011	60
11101110101011101010101010101010	60
11110111011101111111010101010101	60
00101111000011110011111100001111	120
11111111001100011111111100010001	60
10100000101000001010100010101010	120
11111111110010001111111100000000	30
01001111000011110100010000000000	60
11111100110011001010100010001000	30
11111111111111110100010011110100	60
01111111000000000000111100000000	60
11111111010111111111111101011101	60
00000000000000000000100010001000	30
00110011001100000111011101110101	30
00000000000000000010001000000010	60
11101111110011111010111100001111	15
10101000101010101000100010101010	60
11101110111111111111111011111111	60
11110000111100000101000001000000	60
00000000111100000010000011110000	60
11111111111111110000000000000100	20
11101110110011101110111011101110	60
11110000100000001111000011110000	60
00000000000000001111111101010111	60
00000000000000001111000100010001	30
01010101010100000101010101000000	60
00000000000111110000000000000000	60
00010001000100010000000100000000	60
01010000110100001101000011010000	60
10100010101000101111111110100010	120
10101010101010100000000000101010	60
11110101010101010011000100010001	60
00000000000001000000000001010101	60
11111111000011001111111100001101	60
11001100111111100000000000000000	60
11000000110000001110000011000000	60
00010011000100110000001100010011	120
11111111111111110101000101010000	120
01010101010101010101111101011101	30
00000000110011100000000011001111	120
11110001111100001111000011110000	30
00000000000000001101111101010101	120
00110111001111111111111111111111	30
11011101111111111101111111111111	30
00000000111110110000000010111011	60
00100010001011111010101010101111	30
00010000111100000000000011110000	60
00000000000000000100111111001111	60
00000000100010100000000000001010	60
10111111101110111011111110111111	120
00000000010001010000000001010101	30
00110001001100111111111111111111	60
00000101010101010000110111011101	60
10101010001010101111111111111111	60
11111111111111111000100010001100	60
11011100111111111111110011111111	60
11110000111111110010000011111111	120
01010101010101010101010101000101	20
11110011001100111111011100110011	60
00001111000011110000011100000101	120
11001111010001011111111111111111	60
00000000000000000011001111111011	60
00000000000011100000000000001010	30
00001111000011110000101000001011	30
11111101111100001111000011110000	60
11111111111111111111111010101010	30
11111111111111110101010101010100	20
10111011101110111011000010111011	60
00000000110011000000101011001110	60
01000100010001000000010001000100	60
11001100110011000000000010001100	120
11111111000000001110111100000000	20
11111000111110001111101011111000	120
11111111111111111111001111110001	60
00000100000011000000010000000100	120
10110000101100001111111110110000	120
01011111000000000100111100000000	60
10101010101000101010000010100000	120
00000000000001000000000000001100	30
11111111000001011100110000000100	30
00001101111111111101110111111111	60
00110111111111111111111111111111	10
11011111110111111111111111011111	60
11110100111111001111010011110100	120
11110001111100111111000011110000	60
10001000111110001111111111111111	60
00010011001100110001000100110011	60
11111111111111111100010000000000	60
01000000111111110100000001000000	60
00001010000010100010101010101010	60
00001010000010100000000000001000	120
01000000010000000101000001000000	120
10001111111111110000111111111111	10
11011100110111011101110011011100	120
01011111000011110001001100000011	120
11111111000000001111111101110000	60
00100010001000100000001000100010	60
11111111111111111011000010111011	60
00001111000000110000111100000001	120
11010000111100000000000011110000	120
01010001000000000001000100000000	60
00110001111101010000000011110101	120
01010101010101010001010100000000	60
11111111111111110111010101110111	120
11110000111110000000000010001000	30
00000000000000001100110000001000	120
00000000011100001111111111111111	60
00000101010101011100110111011101	60
00100010001000000010001000100010	60
00001111001011110011111100111111	120
00001100000010001100110011001100	60
01010101010101010101010101010111	5
00010001001100110001000100110001	60
00000000111111000000000001010100	60
00111111001100111011111100110011	120
11110010111110101111001011110010	120
11111100111111001111110010101000	10
11111111111111110000001100000001	60
10101111101111111011111110111111	60
00110111001101110011001100110111	60
00001101110111010000000011011101	120
10101111100011111000111110001111	60
11111111011101010111010101110101	60
11111111111110001111000011110000	60
00111011000010100000101000001010	60
00001010000010100000101000000010	60
00000000011101110000000001111111	30
00000000000000000100010001000101	30
11110000110000001111101011001000	60
01010001111111110000000011111111	120
00110111000000001111111111111111	60
01000101111111110000000011111111	120
00000000000000001110110011111100	120
00000000000000000011001110110011	60
00111011000000000011001100000000	60
01011111010101111111111111111111	60
00000011000000110000101100000011	60
00110011111111110000001000001010	60
00010001001100110001111100111111	30
11111111000000110101010100000001	60
00000000000000100000000000000011	20
11111111010100001111111111010000	120
00001011101110110000101100001011	120
00000000110101010000000000000000	60
11010101111111111101010111010101	60
01010000010101010111000001110111	60
00000101111111110000000111111111	60
00010000000100000001000001010101	60
10111111101010101011101110101010	120
11001111000000001110111100000000	120
00001111111111111101111111111111	60
00100000001000101010101010101010	120
00111111101111110011111111111111	60
10101010101010001111111111111111	20
11111111011101110111111101110111	60
11111101111111111111111111111111	10
11111111101110111111111110110000	60
00001111000000110000010100000001	60
11000000111100001101000011110000	60
01111111011111110111111101011111	30
11000100111111111111010111111111	60
11111111101100001111111110111011	60
11111111111111110001010101010101	20
00000010001000100000101010101010	15
11111110111011101111110011001100	15
00000010001100110000000000000000	120
01000000010001000000000000000000	60
11110000111100001111011111110011	120
01011111110111110000000000000000	60
11111111111111111010101010101000	20
00111111000011110001010100000101	120
11111110111110101111111111111010	60
01010101000000000001010100000000	60
00000010001000100010001000100010	20
00111111001111110001111100111111	60
00000000000000000000001000001111	60
00010011111111110011001111111111	20
11110000111110001111101011111010	120
00000001000000010000000000000001	20
00010101010101010000000000000000	20
11101110111011101110111011111110	30
00000000111111111111011111111111	60
00000000111000000000000011111111	60
00000001000000001111111100000000	20
10101110101010101110111010101010	30
00001110000000000000111000001110	60
01011111010011000100110001001100	30
00000000111011110000000010101010	120
11000100000000001100110000000000	30
11111111111111111111000011110100	30
00000000000000000000111111101111	60
10111111101110111011101110111011	60
10101111101010101110111111101110	60
11110011000000001111101100000000	120
11110111111101111111011101010101	60
00110011111111110011000111110101	30
11110010111111111111000011111111	60
00101111001000100000000000000000	60
11111111000000111111111101010111	15
10100000101010101010001010101010	60
00000000000000001000111110001000	60
00001111111111110000000111111111	60
10100000000000001110110011001100	20
00000111000000000111011100000000	15
00000000000000001010100011111111	60
11111111011101111111111101010111	120
01001111010011110101111101001111	120
01010001010101010101000001010101	120
11111111110011001100110111001100	60
11111111111111111101010111111111	30
00110011001100110010000000100010	120
10100010101000101010001010100000	60
00000000001111110000000001111111	30
00100011101011110000001100001111	30
00000000101010000000000010100000	60
11111111111111111111000011111000	30
11001111111111111100111011111111	60
11011101010101011101010101010101	30
00000000000100010001000000010001	60
11111010111110111010101010111011	30
01000000111111111100110011111111	120
00111111001100110010111100100010	60
11111111111110101110111011101010	15
11111111110111011111111111111101	60
00000000000000001100110000000100	60
01010101000000000111111100000000	60
01010101111101110101010111110101	120
01010111010101010000000000000000	60
01001111111111110000000011111111	120
11011111111111111101111111011111	60
10001000110011001000100011001000	60
11111110111111111010101011111111	60
11111111000000001111111111110001	60
11000000111111111110000011111111	120
00000000000000001111111110110011	60
11111000111110001111000011111000	60
10101111100011000000111100001100	30
11011111110111010000000000000000	120
10111111101111111011111110101111	60
11011111110111111101111100001111	60
00000000000011110000000000001000	30
11110101111101000000000000000000	60
00000101000001011111111111001101	30
11001101110011110000010100001111	30
01110101001100000011000000110000	60
11001101110111011100111111111111	15
10101010111011101010111111101111	60
00100010111111110010000011110000	60
11111111111111111000000011001100	60
11011101110101011111111111110101	60
00110011000100010011001100000001	120
11110101001100010101010100010001	60
01010101110111010101000011010000	60
00000000000001000000110000001100	60
10101010000000001010101000001000	60
11111111000101011111111111111111	60
00010001000101010011001100111111	30
00100010001000100010001100100010	60
00000011001100110000001100010011	120
00000000111011110000000011001100	120
01011101010101011101110101010101	30
11011111111111111100110011001100	20
11111101111100001111110011110000	120
00111111000000001011111100000000	60
00000111000001110000011101110111	30
00000000000010110000000000000011	30
11000000111111111101010111111111	30
01111111011111110101111101111111	60
11111111111111111101000001010000	60
11101010000000001111101000000000	120
11111101111111011111111111111101	60
00000000000000001011001100000000	60
11111111111111111111000001110000	60
10001000100010001111100010001000	30
10101010111010101010101011111010	120
11001100111011101100110011101111	60
00010011000000000000001100000000	120
00000000101100110000000011111111	30
11111111111111111111001111110010	30
11001100110011101100110011001100	30
11111111111011101111111111100000	15
10001000110011001000110011001100	60
00000000000000001101111100001111	120
00100010101010101010001010101010	60
01010001010101010101010101010101	20
11001100110010001000100010001000	60
10101011111111110000001100000011	60
00000000100010100000000000000000	60
00110000001100010011000100110001	60
11110001111111111111111111111111	30
00111111101111110000000010101010	60
11110000010000001111111111111111	120
10101011000000110000001100000011	10
00110011011101110111001101110111	120
00001111000000000000101100000000	60
11110000111100001111000011111011	60
00000001000000000000000100000001	20
11110101111111111111010111110111	120
00100000101010100010001010101010	120
01110111111101110011001111110011	60
01010101111111110101010101011101	120
11101111111011111110111111001100	60
11111111111111111111001000000000	120
00000000111111111010101111111111	60
00000000111111110000000011110111	30
11100000111011100000000000000000	60
11001100000011000100110000001100	120
00001101000011001101110111001100	60
00000000000000001010101010101011	20
00110011000100111111111111111111	60
01010101010111111101110111011111	60
10111010101110101011101011111010	60
00110011111100110011001111110111	60
10001000100010101111111111111111	60
11111111101100001011000010110000	60
00000000011111111111111111111111	20
11011111000000000000111100000000	120
00000000000000000000000010000000	10
00010001000100010001000100011111	10
00001010111111110000001011111111	120
01010101000000001111011100000000	120
00001111000011001010111110101110	60
00111111000111110011111100001111	120
11110101111100001111010111110100	120
11111111111111110101010001000100	60
00001111101011110000111110001111	60
01010101010101010101011101011111	30
00010011000100110101111100010011	60
10001010100010001100111111001100	120
00000000000000001101000001010000	60
01110111011100000000000000000000	30
11110000010100001111000001000000	60
11110100000000001111110000000000	60
00110111001100111111111100110011	60
01000100010101010100110001011111	60
01010000000000000101000100010001	30
00000000111111111111101111111111	60
11111111110111010000111100001101	60
11111111110011000101000001000000	60
00000000111011100000111011101110	30
00000000000000001010111110101110	60
11111111110011001111010111000100	30
01001100111111110000110011111111	120
00000000000000000000000001010001	20
10001010100010001000101010001010	120
11000000111100001100000011010000	120
00000000000000000111000001010000	120
00001100000010001100110010001000	30
11110000111100001010000010000000	60
10101010101010101010101010101000	5
01010000000000000101010001000100	60
11001111110011011111111111011101	60
11001111110011011100111111001100	120
10001100000011000000110000001100	20
11111111000011001111111100001110	120
00001111000011110010111111111111	120
11111111111111111110111011001110	60
00001111011111110000111111111111	20
11110000111111110111000001110111	60
00000000000000000011000010111010	60
00001101111111110000010111111111	60
00001111111111110000001000100010	60
11111111111111110000101100001111	60
10101010101010101111111011101110	60
00110011000000110010001100000011	60
11110011111101110011001100110011	60
01010101111101011101110111111101	60
10101111101011111010111100101111	60
11011111110011001111111111001100	20
11111111111111111100010011000000	120
00010001000000010000000100000001	30
01010101000000010101010101010101	60
11111111111111111100111011101110	30
10101010111110101010101010111010	120
00010011000000000011001100110011	60
11111010111111101111111111111111	60
00000000000011100000000000000000	30
11111111011111111111111101010101	60
00000000000000000000010100010101	30
01010000011100110101000011111111	60
00110011000000001011001100000000	60
11111111111111111111110111111100	20
11001100110011001100110011111110	30
11111010111100001011101000110000	60
10101110101010101010101010101010	20
11111111001100111010000000100000	60
00000000010001001111000011110100	60
11111100111111100000000010101010	60
11011101110111110101010101010101	60
10111010000000001010101000000000	60
11110111010101011111011111110111	60
00001101000011010000110111011101	60
11110011001100111111011101110111	30
00000001000011110000010100001111	60
11111000111111110000000000000000	60
00000000000000000011001000110000	30
11111100111111111010100011111111	15
11111011111100111111111111110011	120
01010000010000000100000001000000	60
00000000100011001010111110101111	120
00000000000101010000000000000101	60
00111111000000000111111101010101	30
00001010000000000011101100110011	30
11001111110011011111111111111111	120
11111111000000000100110000000000	60
00110011111101110011001111111111	60
11111111000010101111111100101010	60
11101110110011001110111111001100	60
00000000000011000101010101011101	30
11111111000101010001010100010101	30
01000000110000000101000011110000	60
00110011011100110011001101110111	60
00000000101010000000000011111100	60
01010000010101010101000001010100	60
01010100111111000101000011110000	30
00000000111100001000100011111000	60
11000000111010100000000000000000	60
11111111111111110101010101010111	20
00001111000001011100111111001101	120
00000000010101010011111101111111	30
00000000111111111101000011111111	120
01110111111101110101010111110101	60
11111111110111111111111101010101	120
10001000000010001100110011001100	120
10001000111110001010101011111010	120
11001100100010001111110011111000	60
00000000001000100000101000101010	15
11111111110111011111111111010000	60
11111100111110001111110011110000	60
11011111110111110101010111011111	60
01000000010000000100000000000000	30
00000000000000001000100010001111	30
11111111000100001111111111110000	60
11111111111111110010000010101010	120
11111110111111001010101000000000	30
11111100111111111111100011111111	60
00000000111111111010001011111111	120
00111111001111110011111100101010	10
11111111111111111010001000000000	60
11111111000000001111111100000010	20
01111111001111110011111100111111	30
00000000000000000011111100111011	60
01010101010101011111111111010101	60
10111011101100000011001100110000	30
11011101110111011101110100001101	60
00001101000011010000000000001101	60
01010001111111110101010111111111	60
00011111111111110101111111111111	30
11111111110111011111111111010101	60
11111111010101010101110101010101	120
11001111010001011100111111001111	60
10111010101110111010101010101010	120
00000000001111110000000010111111	60
11111111110011001111111111011111	30
00000000010100000001000001010000	60
10101011101010101010101010101010	30
10101110111111111010101010101010	120
11110011011100111111111101110111	60
10111011101010101011111110101010	60
11000000110001001100010011000100	60
00001000000000000000101000001010	60
11111111111111110000000011101010	60
00000000010101010000000001011101	60
01010000111111111101000011111111	120
00000000111111110010111111111111	120
00110000111111111011101011111111	60
10111010111110101011101010111010	120
01110011111111110111011111111111	60
00000000101110110000101110111011	60
00000000101110100000000010111011	120
10001000100010001100110010001100	120
00000011000010110000001100000011	60
10111010111110101010101010101010	30
11111101110011001111111111111111	120
00000000000000001111111100010000	60
10101010101010111010101110101011	30
00000011101010110000000010101010	60
00001000000011000000110000001100	60
10111011101010110000000000000000	120
00001111000111110011111100111111	60
11001100110011001111111111101111	60
11111111110100001101000011010000	60
01010101110111011111010111111101	60
00001100000011001010111011111111	120
00010001000111110011001100111111	30
00000010001100110011001100110011	60
10100010111100111111001111110011	60
10111011000010110011001100000011	60
11111111111111111111111111001000	30
11110000000100001111000000110000	60
01000100010001000101010101010100	60
11111111001000101111111110100010	120
11111101111101011111111111111111	30
11111111111111110011011111111111	30
11111111111111111000111110001000	60
11110011001100111111101100110011	120
00000000010001000000000000000100	60
00000000000000001011001111110011	120
11110000010100000011000000010000	60
00100011001000110010001111111111	60
01110101001100001111111100110000	60
11111111111111111010000010100010	60
11001100110011011100110011111111	60
10000000110011000000000000000000	30
00000000000000000100010111001111	60
01110111011101110101011101110111	60
10101111001011111111111111111111	60
11111111111111110011001100010000	120
00110000001000000010000000100000	60
00000000000000001100110111001111	60
00000101000001000000010000000100	30
00111011111111111011101111111111	30
11011100111111001111110011111100	20
01010111111111110000001111111111	60
00110011111101110011001101110111	60
11110001111100011111000111110011	60
10101010101010101000101010001000	60
00101010111111111111111111111111	30
00011111001111110001111100011111	120
00000000000000000000010101000101	60
00110011001100110000001100000010	60
00000000000000000111011101110011	60
01110000010100000111000001110000	120
00110011001100010000000000000000	60
11111111001000101111111100110010	120
11111111111111110000000000100011	60
11111100111011001111110011001100	60
01010000010100000101010101010001	120
00000000101010110000000010101111	60
10101010111111101111111011111110	30
11001100111011101111110011111110	60
11111111111111111010101100000011	30
11101111110011001111111111001100	60
11110101110001001100010011000100	60
00000000101010100000000010101000	20
10101010111111101111111111111111	60
11111111010111011111111100001100	60
11111111101010001111111110001000	60
11111010101110101111111111111111	120
00000000000000001010111011101110	60
00000000000000001010101011101111	120
01010101010100010101000101010001	60
00000000000000001110111111101110	60
00100000001100110000000000000000	60
10101010000010101010101000001000	60
11111101111111011101110111111101	120
00110011000000000111001100000000	60
00000000111000000000000011110000	60
11111100010101001100110001000100	60
00110000001100001111111110111010	60
10001000100011001010101010101111	60
01010001010100000101010101010101	120
00001100000011100000000000000000	120
00001000101010101010101010101010	60
11001100110111011100110111011101	60
01110111111111110111001111111111	30
01110111111101111111111111111111	20
00100000001100001010101011111111	120
11111111111011001111111111101110	60
00000000000000001100111000000000	120
00010000111111110011001111111111	120
11101111101011111100110000000000	60
10101010111111111010101010101110	120
10001111101011111010111110101111	60
11110000000100001111000001010000	60
01111111010111111111111111111111	20
11111000111110101111000011110000	60
00000000000010111111111111111111	60
11111111111100001111111111111000	30
11001100111111111100100011111010	20
00110011000100110011001100110011	20
01010101000000000101010100010101	60
11110101111101001111010011110100	60
00000000001000001010101010101010	60
01010100010001001111110011001100	30
10110011001100111111001100110011	60
00011111111111110000000000000000	30
11110000111100010000000000010001	10
00000000111111110000000011010101	60
11110001111100011111000111110000	30
10101010101010101110111011111110	120
11111100111111001111100011110000	60
00000000000000000000000000001110	10
00000100000001000000010011001100	15
10100000101000101010000010101010	60
00110001001100000011000000110000	60
00000100000011000101010111111111	60
01010100111111111111110011111111	30
00000000100010100000000011111111	120
11101010111011101010101010101010	60
11111111111111111100010011001100	60
00100011111111110010001100100011	120
10001000100011001000100010001000	60
00000100000000001111111111111111	30
11111111111111111010000011101100	60
00111011000010100011101100111011	120
11111111000000111111111100010011	60
11111111000000101111111100110011	120
00101111101011110010001010101010	60
11110011111111111111001111110111	120
01010000010100000101010001010000	60
11110101110001001111010111110101	60
00000000000000000001000001010000	30
10101000100010001010101010001000	120
11001100111011001111110011111100	120
11110000111111111101000011011101	60
11111111000100011111000000010000	30
11001100110111111100110011011101	120
11110011111100011111000111110001	60
11111111111111111100111111001101	60
11001100110000001100100011000000	60
00000001010101010000000000000000	60
00000000000000000000111110001111	60
00001111000011111101111111111111	60
11010101010101011101110101010101	60
00110011000000000011001100100011	120
00001111000010101100111110001010	60
11111111111100001111111111111101	60
00000000001011110000000011111111	60
11111111010000001111111101000100	120
11001110110011000000101000000000	30
11110000111100000100000001010000	120
00000000110111001101110011011100	60
00001010101010100000101110111011	30
11101111101011111010111110101111	20
11110000111100001101000011110000	30
00001100000001001111111101010101	120
10101000111111001010101011111111	60
11111111111111110000000011001110	120
00000000000000001100110011111101	120
11011111000000001100111100000000	120
11001100110010001100110011000000	30
01010100000000000101000000000000	60
11101111111111110000111100001111	60
10001100101011110000000000000000	60
11000100110001001100010011001100	60
