BF	No_of_unique_perms
11100000111011101100000011101000	120
00000000111110001100110011111111	120
11111000100010001010100010000000	60
10001000110011001010100011111111	120
11011101111111011111110111111111	60
00110001001100110000000000010000	60
00000001000001110000111101011111	60
11000000110101001111010011111100	60
11011100010001001101110111011100	120
01010101011111110000000000000011	60
00000000110011110000010011111111	60
11111111101100101111001100110000	120
00000100010011010000000001001101	60
10001000110011100000100010001010	120
11111011111111110010001010111010	60
01000000110101000101010111011101	120
01110001000100001111111111110000	30
00110010001100101111101011111011	30
11101100111000001100000011000000	60
11111111001011110000001100000011	120
10000000111010100000000010001000	60
10001111100011110000100000001110	60
00111111000100110000111100000001	120
00110011000000101011101100111011	120
01110111000100001111111100110000	60
00000000100010001100100011111010	120
10101111111011111000100011101110	120
00001000000010001110111000001100	120
01010111010101110101011101110111	60
01010101000001010001010100000000	120
01110001000000001111001100110011	120
11010101010000001111010111110000	120
00010000010100000111010111110111	60
11000000110100001101000011010101	60
11111101110111001100110011000100	60
11110000001000001111001010100000	60
11101110100010101000111010001000	120
11111010101010001010100010000000	20
11101000111010001110100010101000	30
10000000111111001111100011111110	120
10001111100011111010111111101111	120
11101111000000001110111100001010	120
00010000010100000111001111111111	60
01001100111111110100110001001100	60
01000000110001000101000011010100	120
00110011000000010011111100010101	60
11001101000011001101110111001101	60
11001111111011110000000011101111	120
11000000111100001100110011111110	60
11110101010101011101010101010000	60
10100010111110111010001010111010	120
00110001000100000111001100010000	120
01111111011111110101010100000101	120
11111100010001001111111101000100	120
11001100110011101100110011101110	60
10110000111110110010000011110011	60
11000000111111001111110011111101	30
01000100110111000100000011000100	30
11111010111100000011000000110000	60
00000101000000000111111100110011	60
00111111001000110011001100000000	120
01110001111101010111000111111111	120
11000100010000001111010111010000	120
11001110000010001100111010001100	120
00001000100010101000111010001110	120
11101010111111101010101011101010	20
10111011001100100011001000110010	60
00000000000000110010101100101011	60
11110100111111000100000011010100	60
11101110111111111010000011111110	60
11111111010100011111111111110011	60
11010101110101011101010101010101	30
11001101110011110000000000000101	60
11101111111011111010111000001000	120
00101011000010110000101000001010	120
11011101110101000101010000000000	120
11111111011101110101111100000111	120
11101110111011101110111010101000	60
10111010111111110011000010110011	120
01010001000000000101000101010001	60
11110111111101110101010111110111	60
01011111010001010100111101000100	120
00010001000000001111011101110011	120
10101111000011001000111000000000	60
11111111111111111111000111110011	30
00101010000010100011111100101010	120
00100011001110110011101110111111	20
11111100010100001111110001000000	120
01110101111111110111000101110001	120
11101100101000001111111111101010	60
11111111010111111111111111011111	60
00000010000000100011001100111011	120
11111111000111110101010100000000	120
11111111111110101111110010101000	30
11110000111100101111111111111111	60
01110111010101110001011100010111	120
11110000000100001111111111111111	60
01110011000000000111001101010000	120
00000000111100010001000011111111	60
00111011111111110000000000000010	60
01010000111111010100000011111100	120
11000100110001000100000000000000	120
11001101110011011100110100001100	60
00001000000010001010101010001010	120
00101111001010100011111100111111	120
00001110111011110000110010001111	60
11111110111111001110101010100000	60
11101110000011001110111011001100	60
00000000010001001111010111111101	120
11000000000000001111111111101110	60
11110000000000001111111100010000	60
01110101000000000111011100000000	120
11011111010101011100111101000101	120
01001111000001000000010100000000	120
10101110111011110000000010001010	120
10111010001100101011101010110010	120
01000000111101000100000001010000	60
11111111001100110010001100000010	120
00001101111111110000010101001101	120
11111101111111001100000000000000	60
01010101000000001111011101110001	120
11111010101100001011000000110000	20
00000000110000001101010111110101	120
11110101110101001111111111011101	60
00000000000010101100111111001111	120
00100000101100111011001011110011	120
11001101110011010000010001001101	60
10101110101011111110111111111111	60
10101010101010101111101110111011	60
10001110000011001000111010001110	120
01111111000011110011011100000011	120
00001010001010100000111110101111	120
00000010000000000011001100000010	120
01010101110111110000000000001111	120
00101111001010100010001000100010	120
00001010000000000010111100001111	60
11011101110001000100010001000000	120
00110111001111110001001100010011	120
00110000001100110011000000110010	60
10001000100000001111110011101000	120
11001111000001001101111101001100	60
11111011101010101111001000000000	60
01000101000001001100110100000100	60
01011111010111010101010101010101	60
00000000000011110000110001011111	120
00000001010101110000000001010111	60
00000111001111110000000000110111	120
10100000111010001010100011111111	120
11101111111011111100110000001000	120
00110111000100010111011100010001	60
11111111111010001000100000000000	60
00111111000000001011111100100011	120
11111100111111000100000011000000	30
11101111100010101000101000001000	60
00000100010011010100110101001101	30
00001101000011111101110111111111	30
00000000101100100010001010111011	120
11101000111111101100000011001100	120
10101010000000001111111011101110	120
01111111000001010101010100000000	120
10111111101010111011111100101011	60
11001100111011101110111011101111	60
10001110000011001110111111001110	30
00100010001110110011111111111111	120
00001000000011101100110011111111	120
00000000111111010000000011111100	60
00101111000010100010111100000010	120
11110000111110101110000011101010	60
11111100110011001110100010001000	30
00000101110111010000110111011101	120
11111111001101110001011100010001	120
11111101010101011111110101010000	120
00000000001100010101000111111111	60
11000000111011100000000010000000	120
00011111011111110000000100001111	60
11110101010101000101010101000100	60
01011111000001000100010100000000	120
10101111100010001000111000001000	120
01110111111111110011011111111111	60
00100010101100111111101111111111	120
00101010001010100010001000101010	120
10111010001100001111101100110010	120
00000000000001000000110001001111	60
11110111010101011111001100000000	120
11110011101000101111111110111011	30
10111111111111110000101100001111	60
00000100000001010000010111011101	60
11010101110101011111111111011101	120
10111010101110100000000010101010	120
01000000110101010000000000000000	30
11111000111100001111000011110000	5
11011101010100001101110101010101	120
01010111011111110001010101010101	20
11110000111100000001000000110000	60
01110101011101011111111111110101	120
01001101110111110000010011011101	120
00001111000001010111111100001111	120
11111111110111001101010111000000	120
00001000100011100000110010001111	120
00111011001110110010001100110011	60
01110101011101110001000101110001	120
01010000000000001111011100010000	120
11111111110111011111110011001100	120
11000100110111000000000011000000	120
00001111000000111111111100100011	120
11101010101000001111101011111010	120
00110000011100010011000001110111	120
00000000000010100000111010101111	60
11010000110111010000000011000000	120
00011111001111110000000100000111	60
00111111000001010000010100000000	60
01110001111111110001000001110011	120
00110111011101110000000000010001	120
01010001010101010111000111111111	120
10111011101110111010001000100010	60
11111100111111111110100011111010	60
11001110111111110000101011111111	60
00000000000000001010000010000000	30
00000000111110101110101011111010	120
00001101000011001100111111001111	120
10001000100011100000000000000000	30
00010011000000111111111100110111	120
00000010000010110000001100111111	60
00001000000011000000110000001110	60
00000000000001110000001101011111	60
10001110111111110000100010001000	60
11101110000000001110111011001000	120
00011111001111110000011100001111	60
11010100110111011100000011011101	120
11110001000000001111111100110011	120
10101110111111111110111011111111	60
00100000001000100010000010110010	120
00000000000000001111111010101010	60
11111010110010001111111011001000	30
01010101000000001101110111000000	120
01001111000011110100110100000000	120
00000001000100010000011100011111	60
00110010000000001111111111110000	120
11010101111111010000000011000000	60
00000000101000100010001011111010	120
11110111111111110000000001110001	60
11111011101100001011101000000000	60
00000000110101010101010111111101	60
11111111101110111010101100100011	60
11111011101100101011001000110000	20
01010000000100001111010101010000	120
00001110000011001110111100001100	120
10101111000000110010001100000010	60
11110000111100101011000010110010	120
11000000000000001110101010100000	60
11111111111111110000000010101000	60
10111010111110110010001010110010	120
10101000000000001111111111111110	30
01001101110111010000000000001101	60
00001010001010111010101010111011	30
11110111011101110111011101110111	10
01010000011101111111011111110111	60
10000000111111001110000011111110	120
10001100100011001110111111001111	120
01110001111100011111000111110001	30
11000000000000001111111011101000	20
00110001111101010011000000110001	120
00100010101000101111001111110011	60
11000000111110101100100011111111	120
01010000010100000111000101010001	60
00000000000000001111111110111111	30
00001100000010001110111111001110	60
11110011010100010000000000000000	60
11011111110111010000110100001101	120
10001000000010001100110010001100	120
01110011000000001111111111110000	120
01010100111111110000000011110101	120
11111111010001011100110101000100	120
11101111101011110000101000001000	60
11110011101100100011001000110000	60
00110000111100001111011111110111	120
11111101000000001111110111011100	120
00010111001101110000000000010011	60
10101010101000001011101110111010	60
11001110000010001110111111001110	120
11110111011101111111000001110000	60
00001110100011110000111111101111	60
11110010111111111111001011110011	60
00010001001101110011001101110111	60
11111111110100001111111111110000	60
10000000111010001110100011101010	30
11110001000100011111011111110101	120
00110111000101010111011100010111	120
10001100100011111100111011101111	120
11000000111000001100000011101110	120
00100000111100100010001011111011	120
10111010111110111010000010100010	60
11101110100011101010111000001110	120
01111111000100110000011100000011	60
10101010101010101111111110101110	120
11111111000011001000110000001100	120
00000000000000110000000100001111	60
10100010101010101010001011111010	120
11101111111111110000000000001110	30
10110011001000100011001100100000	60
00001000100010100000110011001110	60
11011101110101011111110111011101	60
11110101111101110001000111110001	120
00000000101000001110000011111111	120
00101010000000001010111100100011	60
01011111011111110001000100011111	60
11111111111111011111110101000100	60
10001000000000001111100010101000	120
00111111111111110001001101010111	120
11011111110111111101110111001101	120
11110010111100001010001000000000	60
11111111001110111011111100000011	120
10110010101100110010000010100000	60
00111111001100110011111100100010	60
01010111000000000111011100010101	120
10100010101000100010000010100010	120
01010101010100011111011101110011	60
00110011001000100011000000100000	15
10001111111111111000111111001111	120
00001011000011110010111100101111	60
11000100110111001100000011000000	60
01000100110111110000000001000101	120
00010011000101110011011100111111	60
00000000110001000101010111010101	120
10101111111011110000111010101110	120
11101010111111111000000011111000	120
11101000111010001010100010100000	120
11110101001100010000000000000000	60
00001110000010001100111011001100	60
11101110100011101000110000001100	60
11111110111100001111111010000000	60
11011111111111110000000000000101	20
00000000111101110000000001010000	120
10111010101100001011001000110000	120
10101111101011100000110000001000	120
11110100111101010100000011010100	120
11110101110101001111010011010000	60
00001101000001011101111101001111	60
01010000010000000101010001010000	60
00001100101011101000111111101111	120
11111111000000011111111100000011	30
01011101111111110100110011111111	120
00000000011100110101010111110111	60
10111011000000101011111100101011	60
00001000101010101100111011101111	120
00010101000000010111111100110111	120
11101111111011111000110010101110	60
00001111001011110000001000001111	120
11111011101100001111101000000000	120
00111111011111110000011100000111	120
00001101000000001101110101000101	120
11111011001100001111001000000000	120
00001110101011100000111110101111	120
11001111100010101111111110001010	120
00010000001100110000000000000000	120
11001000100010001111110011001000	60
00000000001100110010001010110011	120
11111111010101010000010100000100	120
01110111111111110101000011110111	120
11111010001000101111101110110010	120
11010100111111010101010011010101	60
00100010000000101111111100100011	120
10001000110011001110110011111110	120
00010101010101110000000000010101	60
10000000100000001111101011001000	60
11111111111111001101110111010000	30
00100011000000100011111100101011	30
11101010100000001111111111111010	60
00000000101100000010000010111011	60
00111111001100110000101000000010	120
11010000110111000100000011011100	120
00000101000001000100111101001101	60
11111111111111111111111100110010	30
01110001111101010000000000010000	60
11111111001010100010111100101010	120
11000100111111010100000011000100	120
00010000111100000001000011110111	60
00100011111111110010001100111111	60
00000000000010101000101011111111	120
00000000110001001111110011111100	120
00001000100011111010111111101111	120
01011111010101110000010100000101	120
01000101010001011101110111001101	120
11101111100011001010101000001000	60
10001111000010001110111100001000	60
00110000001100111111010111111111	120
01011111010101110000111100000101	120
11100000101000001111111010101010	120
11110011101000001111101111110010	120
00000000101010101010111110111111	120
10101111001000111111111110111111	60
10100000101000001010000011100000	60
00110010001100100011001010110011	30
00000000000000000000010111001111	120
10111010101100001011101000110000	120
01001100010011010101111101011111	60
00000000001100110101000111111111	120
00000100010011110100111101001111	60
01000000010100000100010011111100	60
00000000000000110000101111111111	120
10101010001000001010000000000000	60
11101100110011001111111011101110	60
00000000001010100000101000111111	120
00001000100010001110111011111111	60
11111011001100001111111110111011	60
11110101011100011111011111110011	120
01001111010001001101111101000100	120
01010101011101110000000101010111	120
11111100110100001100110011000000	120
00000001010101110000000000010101	30
11111000111110101100000011101010	60
11111110111111101010100010100000	120
11110000111101111111000011110011	120
10100000101100101111101111111111	30
00010101011101110001010100110111	120
01110000001100001111111111110000	120
00100010001011110000001000000010	120
10101010101000001000000000000000	60
01010000011100000111010111110111	60
00000010000010110000001000111011	60
10110010101100100000000010110000	120
11001111000010101110111110101111	120
00110111000000110011111100111111	120
10000000111000001100100011101000	60
01010000011101011111000011110111	120
11110100110000001111110011001100	120
10101010100010101110111111101110	120
01110111010100000111011101110000	120
00000000010111110000000001001111	60
00000000000000010001001100011111	60
00000010101011111010101111111111	120
11101010000000001110111000000000	120
10001000100000001111110010000000	120
10000000101010001110100011101000	60
11110100111111001111010111111111	60
10001110100010001110111110101010	120
00000000111010101111101011111110	120
10111010101100101010101010100000	120
10000000101000001110000011111000	120
00000000000010101010101111111111	120
01000101010111010100010111011101	120
11101111000011000000110000001000	60
00110000111101110000000000110000	120
00000100010011110100010011111111	60
11101111110011101110111110001100	120
11010100110000001101110111001100	120
00010001000000010011011100000101	120
00111111001010100011111100000010	60
00110001111101110011000111110001	120
00101010101011111111111111111111	60
11000000110111000100000011000000	120
11111111000011001010101000001000	60
00100010001110110010101100111111	120
00001000110011001000101011001110	60
11110111111111110101010111111111	60
10000000111011101110000011111111	60
00110011000000001011101100101010	120
10001010101010101110111111101111	120
01000000111101011100110011111101	120
00110011000000101011111100001011	120
10110011111100110011001011110011	60
00010111000000000001111100000011	120
01111111000100010101111100000001	120
00001100101011110000110011111111	120
11111111000011101010111100000000	120
00100010101011110000000010101011	120
00000000010000000000000011000000	30
00000000010011000000111111011111	120
00110111000001110111011101110111	60
00100010000000101011101100001010	60
00000000011100110000000011111111	60
00011111111111110000111100011111	60
10101111111111110000101010001110	120
00000000111100001011101011111011	120
11111111110011100000111100000000	120
11011111110111011101110101001100	60
00110011111110110010001000100010	120
00110010001000001111001110110000	120
00010111000101011111111111111111	60
11100000111111001110100011111110	120
11111111110101010101000001000000	120
11011111110111110101111100001101	120
11110101111101000100010001000000	120
01010111111111110001010100011111	120
10001111111011111000110011001111	120
01011101111111110100010111011101	60
00000111000001010111111101010101	60
00000000000100000011001101110111	60
00010001111101110000000001010000	120
00111111011111110000000100010011	60
10000000110010001000000010001000	120
11110001011100000111000100110000	120
11010101010101010101010101010101	5
11110111111100000101000100010000	120
10101000100010001110111010101010	120
00100010001111110010111110111111	120
01001100111111111111111111111111	30
10001000101010001100110011101110	120
10110011101100000011001100000000	60
00000100000001001101111101001111	120
11111111101111111010101100100011	120
01111111001111110111111100010101	60
00000001000001110000000101011111	60
11101100111111001100000011100000	120
01010111010111110000011100010111	120
01001100010011110100111111011111	60
11111111110001001111110011000000	120
11110101111101010011000011110001	60
11110011111111111111001111110111	120
00001111000010000000110000001000	60
00111111000001110011011100000111	120
00111111001100110011101100100010	60
00000001010101110000011101111111	60
11111111001100111111000000010000	120
00000101111111110000000011001100	60
00000001010101110000000001010111	60
00110011000100011111011101110111	120
10001100000010001010111010001010	120
00001000110011000000100011001111	120
00000001000100110001000100111111	60
10001000111111001000000011001100	60
11000000110000001101110011000000	120
10001100000000001100111010001100	120
11000100110101001100110011111101	60
11110010101000001011000000000000	60
00100010001000101111101111111010	120
11110111000100010101000000010000	120
10100010000000001111101110100010	60
00001101110011010000110001001101	120
00000000000011000000000010101110	60
00010001111100110001000011110000	120
00001111110011110000101000001111	120
00001000110011101010101011101110	120
00000000000011000101110101011111	120
11111100110010001010100000000000	60
11101000111010101111100011111110	60
01001100110011000100110011001111	60
01110011011100110111001101110001	60
00001110000011110000111110001111	30
00001010000000001010111000001100	30
11111111111100011111010101110000	120
00000000110011110100110011011111	120
01010000111111000100000001010000	120
00100000000000001111111110100000	60
11101110101010001010000000000000	60
11110010001000101010001000000000	120
00001111000111110011111111111111	60
00110000000000001111001111110001	120
00000001000101010000001100110111	60
00111011001010100011111100101011	120
01111111010101010111011100000000	120
11100000111010101010000010100000	120
00001010000010101010101110111111	60
00000000000101110001011101011111	15
00100000000000001011101100100010	60
01000000010001001111110111111111	120
00001000101010101010111110101111	120
11111010111110100011000000110010	120
10101111000011001110111111001100	120
00000000111100110010000011111111	60
00111111000010101111111110101011	60
00001100000001000000111100001111	120
10101011101110110000001000000010	120
11001111110011001110111111001100	120
00001000000011100000111100001111	60
00111111111111110000101110101111	120
00000000000000001011111100111011	60
00000111001111110001111111111111	60
11011100111111000000000011010100	120
00001010110011101100111011001111	60
11111011111100111111101100110011	60
00000010000000101010101100101010	60
00110111011101110001000100010101	60
10001111000011101000111100001000	60
01010001011101111111111111111111	60
11001111000010001110111100001110	120
00110011000000000011111100010001	120
00000100010011010100010001001111	60
10101111000000101010111110101111	120
00000101000011111100110111011111	60
10101111000010101110111110101010	120
11000000110010001110101011111111	120
11001100110111111100111111011111	60
00000101011111110000010100110111	60
00000111010101110111111101111111	60
11110111111101010101010101010101	120
00001110000011111010111111101111	120
00101011101011110000001100001011	60
11011100111111000101000011011100	120
00000010001000100010001111111111	120
01110001010100011111111111110111	120
11111111111101011101110001010000	120
11000000000000001101010111000000	60
00111011000000001011101100000000	60
10101111000011101111111111111111	60
11111100110111000101010001000100	120
00100000111110101111000011111111	120
00000000010000000101000011111100	120
01010101000001011101110101000101	120
00000010000000100000001100001111	120
10111011001100101011101000100000	30
00100010001010100010101010101010	20
00010001000100001111111111111111	30
01001100010001001100110111001101	60
01110101011101110001000101110011	120
00001010101111110000001000000011	120
11111101111101010101010101000000	120
11001111111011110000111111101111	120
10100000111010001111111111111111	60
11111111111111010101010101010101	20
10100010111111110010000011110011	60
10110010001000001111101110111011	60
01001101000000001100110100000000	60
11101110111011001010101000000000	60
10111011111110111010000011110010	60
00110111001101110011111101111111	60
10111011000010111111111100001111	60
00000000001000100000000010100010	120
00001100100011101110111111101111	120
11111110101010101000000000000000	60
00110000001100110000000000110001	60
00110011101111111111111111111111	60
11111101111101011101110101010100	15
01000100010101001111010111111101	60
00100010000000000011101100101011	120
10101000000000001111111111111010	60
11101110111011110000000010101111	120
01000000110101011100010011111101	120
11111111001100111111000100110001	60
11001110100011001110111111101110	120
10001010111011101010101011111111	120
10001100100010001000111110001010	120
00000000111011100000000010001100	60
00111111000100110000111100000011	120
00000010101011110000111110111111	120
00001011000010100010101100101010	120
11111111100010101000111100001010	120
11110111000000001111111101110011	120
00000000111111001111100011111111	120
00001000000011000000111110001111	120
00100000001000001011001010110000	60
00000001000111110001000100111111	120
10101010111110110010000011110000	120
10101111101011110000100000001100	120
00000000000000001111110011001000	60
11111010101100001111111111111010	60
01110101010100010111010101010101	60
00001101000011001111111100001111	120
00000000000011101100110011001110	60
10111111101010100000000000000000	60
11001000111010101111111111111111	120
11111111111010001111101011001000	60
01000100010111011101111111011111	60
00100000101010101011101011111011	120
10101010000000001110111110101110	120
11101111101011101010111100001000	120
11111111000011010100010100000100	60
01000100010000001111111111010000	120
11111101111111111100000011011100	120
11110111011101010101010101010001	60
11101000000000001111111011111110	20
11001100100010001111111111001111	120
00000100010011010000010101011111	20
10001010101011100000100010101110	120
10111011000000111011101100001011	120
11111100111111111100000011110100	60
01001100000011000100111101001100	120
10100000111111101010000011111111	60
00000101000111110000010100000111	120
10100000111100001110110011111111	120
00111111001101110011001100110011	120
01110111001100110111010100000000	120
00000000000000000101110100000000	120
11100000111010001111000011111010	120
11101000111010001111100011111010	120
01001100111111110100110111111111	60
00000000000000000101000011110100	60
11111100111100001110000010100000	60
00010011000000001111111100000111	120
01110111000101110001011100010011	60
10001111000010000000100000001000	15
00000000011100110101000111111111	120
00000000101100101111001111111111	120
10111010111110111010000010111010	60
00110011001111110010001100111011	30
00101111000011110000000000000000	60
11110100010001001111010001010100	120
00000000100011101000100011001111	120
01000101010011110101010101011111	120
00001111000001000100111100000101	120
11111010111111100000000010101000	120
00100010101110101111001011111010	60
11111110110000001010100000000000	60
10001100100011101000100010001010	120
11101110111011100000110010001110	120
11111010111111110000000011000000	120
11111111000011011101111100001100	120
00001110101011100000100010101110	120
00010000011100010101000101110001	120
00000010101011110000001000001010	120
11001110000011101000100000000000	120
11100000111100001111111011111111	60
11101010111011100000000011000000	120
00101111001011110010001100000010	120
00000000000000001010100011111111	60
11011111000000001101111100001111	120
10101010101010101110101011111010	120
00010101000100011111111100011111	120
11001111111011110000000010101010	120
11111111111111111110000011111000	60
11001111010011110000111100001100	60
10100000101000100000000000000000	30
11111111110111011111111111111101	60
10101111111011111000111010101111	60
11001100111111111100100011101000	60
00000000010101001101010011011101	120
00100010101011110000001000101010	120
00001010000000001111111111001100	120
11111111011101010111000100000000	120
11010100000000001111110001000000	30
10101010101010101010101000000010	30
11011101111111010101000011110000	120
10110000101110110010000000100010	60
11000000110011001110111011101110	120
00110111000101010011011100010111	120
11001111100011001000110000001100	60
01000100110001001100010011111100	60
10100010101100101011001110110011	120
11111111101011111000111110001110	60
11111100111010001110100010000000	10
01010111000000110101111100010011	120
00000000110011000000110011101110	120
00000000110011000000010011111111	60
00111111000000010111111101111111	60
01001101110111110000010001001111	30
10100010111111111010000010100010	120
00000000111111110010111111111111	120
10111111001010101011111110101111	120
11011111010011111100111101000100	120
11111111111100110111011100010000	120
01000000110001000000000001000000	30
11110111111100010111011100010000	30
00100000111100100010000000100010	120
10001100100011001010111010101111	60
11011111110111011101110101000101	60
00111111111111110000000101110111	120
00110001011100110001000000010000	120
01110111000000110111111101011111	60
00010000010100011111000111111111	120
01001101110111110100010101011111	60
11010000111101000000000011000100	120
00111011111111110010001100111011	120
11101110111011001100000011000000	120
01111111000100010011011100000001	120
01010000111111011101110011111101	120
11111010111010001111101010100000	30
01110111001101111111111100111111	60
01000100110011010100010011011111	60
11111011001100111011001100100000	60
10111111001000110011001100000010	120
11111100111100001111000010000000	60
01000100110111010100000011011100	60
00001010111011101100111011101111	60
01010001011100110111001111110111	60
00101011000000100011111100111011	60
00101111001010110000111100001011	120
11101010100000001110000000000000	60
11110101011101011111111101110101	60
00110001111101111111011111110111	60
00010111000000001111111100000000	20
00010001011111110000000001111111	60
11111111111011101110111100000000	60
11000100010000001111110011110100	120
11110011111110110010001010110010	120
11111000000000001111110011101100	120
00010001000100010101011111111111	120
10001111100011110000100010001000	60
00110000101100001111101011111011	120
11111110111110101110110010001000	60
00000011001111110010111110111111	60
00001100110011001101111111011111	120
00001111000000001010111100001100	120
00010000000100000101000111111111	120
10001000101011110000000010001100	60
10101011101111111011111110111111	30
11110010101000101011001000100000	120
11111011101110101011000000110000	120
00000000000000000111001101010000	60
11111110111010001111111111111111	5
11011100110011001111111111001100	120
01000100110011010100010011111111	120
01110101011101010001000001110101	120
10101000111111111000000011111111	20
00001011101110110011101110111011	60
11110101111100000001000100000000	120
11110000101000001111111011101000	60
11011101110111010101110100000100	120
00010000000100011111011111110111	60
11111101010101011101110001000000	120
01001100000000001100111101001111	120
00100000101000100010000000100010	120
11110101110000000100000000000000	120
00110000011100110001000000110000	120
00010000000100010011001101110111	120
00001011000000111111111100100011	120
11001000100010001100000010000000	60
11111011111100111011001010110000	120
00100010101110101011101111111011	60
10001110000010101000111100001010	120
00000001000100110000111100011111	60
00000101001111110001010111111111	60
01110111001100010001000100000000	120
00100010001000110010101110101111	120
00010111011101110001011100110111	120
01011101010001000101111101000101	120
