BF	No_of_unique_perms
11111111111111110111011101110011	60
00000011000000110000000100000011	30
11111100111111100000000000000000	60
00001111000011110000001100001011	120
00000000000000001011111110111011	120
11000000110010001100000011001100	120
10101110101011111111111111111111	120
00000000110100000000000000000000	60
00000000111111110000000011101010	30
11111111110101011111111111110101	120
01011101010111010101110111011101	60
00001111010011110100111101001111	60
00000010000000110000111100001111	120
10111111001111110000000000000000	30
01011101010111110101111101011111	60
10101010000000001111101100000000	120
00101111000000000011111100000000	120
01011111000000000001111100000000	120
11111101111111110000000000000000	30
00000000000000001111010011110000	60
10101111101011111010111010101111	60
00110000001100100000000000000000	120
11001111100011111100111111001111	60
00100011001100110000000000000000	60
00000000001000000000000010101010	120
00111111111111110111111111111111	10
11111111000100111111111100010001	120
11110000111100001111111011111100	60
01010101000000000000000100000000	60
00100010000000000011001000000000	120
00000000000000000001111100001111	60
00001111111111110000100011111111	60
10111111111111110011001111111111	60
10000000100010000000000000000000	20
11111111111111110011001000110000	60
00000000000000001100100010001000	60
11111111111111110101010100000001	60
11011111010101010000000000000000	120
11010101110101011111010111010101	120
10111011001110111011101100110011	120
11010000111111110101000011111111	60
10001000100011001100110011001100	60
01000000111111111111111111111111	30
00101111001011110010111110101111	60
00001101000000001111111111111111	120
11111111000000001110000000000000	60
01110000010100001111000001010000	60
11111111110111111100110011001100	60
11111111000000000101110100000000	120
00000000111111010000000011110000	120
01110011011101110111011101110111	60
10101110111111110000000000000000	120
00000000000000000101110111111111	60
00000000000000100000000011111111	60
11001100110011001100111011101110	60
00001111010011110101111101011111	120
11111111000000001111111100010000	20
01011111000000000111111100000000	30
11101110111011101110111010101110	60
01010101000100000000000000000000	120
11111100111111001111111111111110	30
00000000101010100000000010101011	20
00001111000010000000111100000000	20
01010101010100010101010100010001	60
10101011000000001011101100000000	60
00010000010100001111111111111111	60
00010001000100010001000000010001	30
00001111101011110000111100101111	120
00000111000001010000011100000111	120
11111111111111001111111111011100	60
11011111111111111100111111111111	60
01110111011101010000000000000000	60
00000000000000000000110001001100	60
10101000111111111111111111111111	30
00000000010111110000000001010111	120
11111111111111110100110000001100	120
11101111111011111111111111101111	60
00000000000000000010001000110010	60
00001110000000001111111111111111	60
11111111000000001111010000000000	60
00000000010101010000000001111111	60
11001111110011001101111111001100	60
11110010111111111111001111111111	120
01011101010111110000000000000000	120
10101010111110111010101010111011	60
00000000000000000000000010101110	60
00000000000000000101000000010000	60
01110111011101110111011111110111	30
01000100000000001100010000000000	60
11100000000000001111000000000000	30
10101011111111110000000011111111	60
11111111111111111010111110111111	30
11001101110011011100110111001111	60
00000000011101110000000001010111	120
11111111000000101111111100001111	120
11011100000000001111111111111111	120
11111111001000110000000000000000	120
11111111001100111111111100100000	60
11011111010111110101010101010101	60
00001000000000001010101010101010	60
11111111000000011111111100110011	60
11110010000000001111001100000000	120
11111111111111111100110111011101	30
01010101111101011101010111110101	120
01110000010100001111000011110000	60
00000000000000001111111100001101	120
00001110000010100000111100001010	120
10101111101011110000111110001111	120
11011100110111011111111111111111	120
11111111111101011111110111110101	60
01001111010011110100111100001111	60
01110111011101110011001101110011	120
00001111000011110000111000000000	60
00111111001011110000111100001111	60
00110111001101110111011100110111	120
10111011101100110000000000000000	60
00000000001101111111111111111111	60
11110011111110111111001111111111	120
00001101000011110000110000001100	60
00000000100000000000000000000000	5
00001111000000000000111100000010	60
00101111101011111010111110101111	20
00000000101010101010001010101010	120
11111011101010101111101010101010	120
11111111000000000111000000000000	60
00000000000000001000000010101010	60
00001111000011110100111111001111	60
00000000000000000000000011001101	30
11111100111100001111110111110000	60
00111111111111111011111111111111	20
11110011111100101111001011110010	60
01000000111100001100000011110000	60
00001111000011110000000000000100	60
11111111000001111111111100001111	20
10001100000000001100110000000000	30
10100000111000000000000000000000	60
11111111110111001111111111001100	30
01000101010001001111111111111111	120
00000011000000110000000000000001	30
01010101011101010000000000000000	60
10100000101000101010101010101010	60
10101111101111110000000000000000	60
11110111011101110011001100110011	60
01010111010101010101111101010101	60
11111111111111110000011100000000	60
00110011001100110111011100110111	60
11111111111111011111111111011101	30
00110010001100110011000000110000	120
10101010101010100010101010101010	20
00110111111111110011001100110011	60
00010000000000001111111111111111	30
11101010101010101111111110101010	60
00000000000001010000000100000101	30
10111111000000001010101000000000	60
11001100010011001100110000000000	60
11011101111111011111111111111111	60
00111011000000000000000000000000	60
01110111011101110111011101111111	10
00001111000011110000110000001101	30
11111111111111111111101110101010	60
00010101000000000000010100000000	120
11111010000000001111101100000000	30
11111111001101110000000000000000	60
00000001000001010000000100000001	60
00110011001100110011101100111111	60
10001111000011110000111100001111	5
00000000000011100000000000001100	30
00000000101100001111000011110000	120
01110111001101110011011100110111	60
01010100010100000101010001010100	120
01010000010101000101000001010101	120
11110111111100001111010111110000	120
11111111000010111111111100001010	120
00001100010011001100110011001100	30
11010000111100000101000001010000	120
10101010101010101010101110111011	30
00000001111111110101010111111111	60
00110011101110110011101110111011	60
00111011001110110011001100111011	120
00110011111110110011001100110011	60
11111111010101001111111101010000	60
00001111010011110000111111111111	120
00000011001100110000000100110011	120
11111111111111111010111010101111	60
01010000010100000000000000010000	60
01011111000000000101011100000000	120
00110111111111110000000011111111	60
01000100111111111100010011111111	120
00000000111100000000000000010000	60
11110001111100001111001111110011	120
00110011001101110011001100110011	20
10101010101010111011101110111011	60
11111111111111110101000101010101	60
11111111111111110000001000001010	60
01011111011111111111111111111111	10
00000000001100100000000000000000	30
00001100000001001111111111111111	120
10101111101011101010111010101110	60
00100010001100100011001100110011	120
00000000010101000000000001010101	30
11111111000000101111111100100010	60
10101010101010101010101111111111	60
10001010000010100000000000000000	30
00001111111111110001111111111111	10
01110011011100110111011101110011	120
11011100110011000000000000000000	60
11110100111111111111000011111111	60
11111111111110111111111111110000	60
10100000101000001010000000100000	30
00000000111111110000000010001010	120
11111111111110000000000000000000	30
00000000101000101010101010101010	120
00000010101010101010101010101010	30
11101111000011111111111100001111	60
01000100010000000000000000000000	30
00001100000011000000111000001111	120
10101010101011101010101010101111	60
01110111111111110101011111111111	60
01010101010101010000000001010001	120
01011101010101010000000000000000	60
10111111101010101010111110101010	120
00000000111111111100111011111111	120
01000000010100000100000001000000	120
11111110111111101111111011111100	30
11111111001010101111111100000000	30
00000000000000000000101100001010	60
11111111111111110111000001010000	120
00110010001100100011000000110010	120
11101110110011001110110011001100	30
00001111110011110100111111001111	60
11111011111100111111101111111011	120
00001000111111111111111111111111	30
11111000111110001111100011111100	60
00000000000000000010001000100000	30
11111111011101011111111100000000	120
10100010101010101111111111111111	60
01010101000000000101010101000101	120
00000000110111010000000011011100	60
11111111111111111111010011110101	60
11111111111111110000000011110010	120
00110011000100110011001100010001	120
10111011111110111111111111111111	60
11000100110011000100010001000100	120
00000000111111100000000000000000	20
00000000000000001010001010101010	60
10001000100010001000100000001000	30
00100011001000110010001100100010	60
11111111100011111111111100000000	60
11001111111111111000111111111111	30
00100011001000100010001100100011	120
11011100111111110000000011111111	120
00100011001000110010001000100011	120
11110111111101011111010111110101	60
01110000011100000111000001010000	60
00001111100011110000111110101111	120
11101110101010101010111010101010	60
11111100111100001111110011111000	120
11111111111111110010001000110010	120
01010101010101011101111101010101	120
00110011111110110011001110111011	60
11111111000011111111111111011111	120
00000000111100110000000011110010	60
01001111111111110000000000000000	60
11101111000000001100110000000000	120
00100010000000000010001000000010	60
00001111000011110000111110001111	30
00000100000001011111111111111111	60
11111111000000001111111111010101	60
01010101010001000100010101000100	120
01000101111111110101010111111111	60
00001111000011110010111110101111	60
01010101010100000101010101010100	60
00000000000000000101111101111111	30
10101010101010101111101011111011	60
00000000000000000100110001000100	120
11111111000000001011111100000000	30
10111011001100111011001100110011	30
11111111110111000000000000000000	60
01010101010100010001000100010001	60
01111111000011111111111100001111	20
01000000010101010000000001010101	20
11111111101111111111111100110011	120
00110011000100110000000000000000	60
11111111111111110000000010001100	120
01010101010101010000000100000101	60
11001110110011101100110011001110	120
11111111111111111010101110111011	30
00001111110011110000111110001111	60
10101010101010101010101010101011	5
11110000000000001111000001000000	60
11001111110011111111111111101111	60
11111111111111110000010000001111	120
00000011000000100011001100110011	60
00110011011100110011001111111111	120
00000000000000001010101010101110	60
00000000111011000000000011111111	60
11111111111111110010001111111111	120
11111100111110001111110011111100	60
11111111111111110100000011110000	120
11001111110011110100111100001111	120
00000000000000000000111100000001	30
11111111111111111000000010001000	60
00000000000000001111011101010101	120
00100010001100100010001000100010	60
11001110000000001100110000000000	60
01010101011101110101011101110111	60
00000100000001010000000000000000	60
10111011101111110011001100110011	60
11001100110111011100110011111101	120
11110011111100111111101111110011	60
11101110110011100000000000000000	120
10100000101010101000000010101010	60
00000000000000001100000010000000	30
10101010101010101010000010000000	60
00100000001000001010000000100000	60
00001000100010000000100000001000	60
11111010111111101111111011111110	30
10110000000000001111111100000000	120
11111111111111110000000011001000	60
11000000110011001100000011000100	120
11001100010011000000000000000000	30
10101110101010100000000000000000	60
00000000010101010001010101010101	60
10101010001010101010101000001010	120
00101111111111111010111111111111	30
00000010000000100010001000000010	120
11111111111111110000101000101010	60
11111111111111110000000000010101	30
00001110000011000000111000001110	120
00000100111111110000000011111111	30
10101010001000100010101000100010	120
10001111101011111111111111111111	60
01000100010001000100000001000100	60
00100010101000100010001000100010	60
00000000000000001100110111011101	60
00000000001000111111111111111111	60
01010101010001000101010001000100	60
00000000111111111101111111111111	60
00110011000000000011001100000001	20
11101110111011111010101010101010	60
00000000100000000000000011110000	60
00000101000000010000111100001111	120
00000000111100000000000011111000	60
10000000100000001000000010001000	30
01000000111100000000000000000000	60
00000000000000001111101011110010	120
10001000100010001000101010101010	60
00000100000000000000110000000000	30
00110010001100110000000000110011	60
00000000111111110000000000000100	60
00010011000000111111111111111111	120
10111111111111111010111111111111	60
11111111111010101111111111111111	30
00101010111111111010101011111111	20
10100010111111110000000011111111	60
10101111101011111010111110101110	20
00100010001000100011001100100011	120
00001111101111110000111111111111	60
11111111101110101111111111111111	60
11001100110011111100111011001111	120
00010001111111110001010111111111	60
00000000000000000010000010100000	30
00000000000000000101010101010001	30
11010000111100001101000011010000	120
00001111000010110000101100001011	60
00000000000000001010001011111111	120
11000000110001001100110011001100	60
00001111111011110000000000000000	60
11011111000011110101111100001111	60
11111111111100111111111111110111	30
11111111110111110000111100001111	60
11101110111011111110111111101111	30
01000000110000001100110011001100	60
11111110111100000000000000000000	60
11001100110011001101111111111111	20
11111111110100001111111100000000	60
11110000111111111101000011111111	60
00110011001110110011111100111111	120
00100010001000001111111111111111	60
00010101000001010001010100010101	120
00000000000011110000000000000001	30
01011101010111010101110101011111	60
10101000000000001010101010101010	60
00111111001110110011111100111111	60
11111111001100001111111110110000	120
11001100100000001111111111111111	60
00001111000011111100111110001111	60
10101011101011111010101110101011	120
00000000000000000000000100000000	5
00010101111111110000000000000000	60
00110011101111110011001100110011	120
11111111010101001111111101010101	60
00001101000011110000110000001111	120
00001000111111111100110011111111	120
11111101010101010000000000000000	60
00100010001000100010000000100010	60
10111010101010101011101010111010	120
00000000111111110000000000010101	60
11011111010101010101010101010101	60
10101111101010101011111110101010	60
10111010101010101010101010101010	20
11111111110011001110111111001100	60
00000000000010110000000000001010	60
11111111000000000111111100000000	20
01001111010111110101111101011111	60
00000000111111110100010111111111	60
00111011101110110000000000000000	60
11110011111100011111111111111111	120
10001010100010001010101010101010	120
00000000000000000000000011111101	30
11111111110000001111111111000100	60
00000001000001010000000000000000	30
11111111111111111111110011101100	30
00001101000011010000110100000101	60
00000000000100000000000011111111	60
01010101010000000101010101000100	120
00001010001010100000101000001010	60
11110101111101010101010101110101	60
00001000000000000000110000000000	60
00000000000000000100110000001100	120
11001100110011000000100000001100	120
00000000011101110000000000110111	120
00000000100000001100110011001100	60
11001100110001001100110001000100	60
